spec	x	y	age	loc_id
Procervulus_flerovi	27.70	47.29	10.3500	a6741
Procervulus_flerovi	27.38	44.95	10.3500	a825
Procervulus_flerovi	28.10	47.60	10.3500	a92
Austroportax_latifrons	-0.38	41.42	10.3500	a1546
Austroportax_latifrons	-0.38	41.42	10.3500	a45
Austroportax_latifrons	1.22	41.78	10.3500	a48
Damalavus_boroccoi	-0.47	35.13	10.3500	a3552
Miotragocerus_monacensis	-0.38	41.42	10.3500	a1546
Miotragocerus_monacensis	10.45	48.40	10.3500	a826
Miotragocerus_pannoniae	15.81	48.86	10.3500	a3655
Miotragocerus_pannoniae	15.60	48.93	10.3500	a3657
Miotragocerus_pannoniae	-0.18	41.42	10.3500	a44
Miotragocerus_pannoniae	-0.38	41.42	10.3500	a45
Miotragocerus_pannoniae	1.19	41.76	10.3500	a47
Miotragocerus_pannoniae	1.12	41.90	10.3500	a4759
Miotragocerus_pannoniae	1.12	41.90	10.3500	a4760
Miotragocerus_pannoniae	16.12	47.80	10.3500	a4761
Miotragocerus_pannoniae	1.22	41.78	10.3500	a48
Miotragocerus_pannoniae	28.44	46.94	10.3500	a52
Miotragocerus_pannoniae	27.36	46.95	10.3500	a53
Miotragocerus_pannoniae	28.00	47.39	10.3500	a55
Miotragocerus_pannoniae	6.27	47.70	10.3500	a56
Miotragocerus_pannoniae	16.10	47.77	10.3500	a57
Miotragocerus_pannoniae	7.76	47.98	10.3500	a58
Miotragocerus_pannoniae	8.00	50.00	10.3500	a61
Moldoredunca_amalthea	28.10	47.60	10.3500	a92
Protoryx_solignaci	28.98	38.45	10.3500	a2947
Protragocerus_chantrei	-0.38	41.42	10.3500	a1546
Protragocerus_chantrei	-0.76	40.62	10.3500	a3213
Protragocerus_chantrei	-0.17	47.52	10.3500	a3313
Protragocerus_chantrei	15.16	48.88	10.3500	a3656
Protragocerus_chantrei	-0.38	41.42	10.3500	a45
Protragocerus_chantrei	1.22	41.78	10.3500	a48
Tragoportax_gaudryi	16.10	47.77	10.3500	a57
Amphicyon_major	-5.09	41.19	10.3500	a43
Amphicyon_major	-0.18	41.42	10.3500	a44
Amphicyon_major	1.19	41.76	10.3500	a47
Amphicyon_major	8.00	50.00	10.3500	a61
Amphicyon_major	-1.27	47.42	10.3500	a996
Magericyon_anceps	-5.09	41.19	10.3500	a43
Magericyon_castellanus	-5.09	41.19	10.3500	a43
Calippus_elachistus	-79.22	30.07	10.4000	a2280
Calippus_hondurensis	-79.22	30.07	10.4000	a2280
Hippotherium_ingenuum	-79.22	30.07	10.4000	a2280
Hippotherium_plicatile	-79.22	30.07	10.4000	a2280
Neohipparion_trampasense	-79.22	30.07	10.4000	a2280
Pseudhipparion_skinneri	-79.22	30.07	10.4000	a2280
Acerorhinus_zernowi	32.86	44.92	10.4400	a93
Palaeotragus_coelophrys	32.86	44.92	10.4400	a93
Euprox_furcatus	32.86	44.92	10.4400	a93
Procervulus_flerovi	32.86	44.92	10.4400	a93
Arctonasua_eurybates	-102.06	42.73	10.4500	a1389
Borophagus_secundus	-102.06	42.73	10.4500	a1389
Calippus_hondurensis	-87.28	14.88	10.4500	a2282
Calippus_hondurensis	-98.03	21.73	10.4500	a2283
Dinohippus_leidyanus	-102.06	42.73	10.4500	a1389
Epicyon_haydeni	-97.37	43.15	10.4500	a4229
Epicyon_haydeni	-98.17	43.26	10.4500	a4230
Hipparion_tehonense	-98.74	43.74	10.4500	a4654
Hippotherium_plicatile	-80.21	29.99	10.4500	a4743
Merychyus_major	-102.06	42.73	10.4500	a1389
Pediomeryx_hemphillensis	-102.06	42.73	10.4500	a1389
Prosthennops_serus	-102.06	42.73	10.4500	a1389
Amebelodon_burnhami	-117.95	35.40	10.5000	a948
Barbourofelis_whitfordi	-117.95	35.40	10.5000	a948
Borophagus_littoralis	-117.98	35.39	10.5000	a1961
Borophagus_littoralis	-117.95	35.40	10.5000	a948
Carpocyon_robustus	-117.95	35.40	10.5000	a948
Dinohippus_leardi	-117.95	35.40	10.5000	a948
Epicyon_haydeni	-117.98	35.39	10.5000	a1961
Epicyon_haydeni	-117.95	35.40	10.5000	a948
Epicyon_saevus	-117.98	35.39	10.5000	a1961
Hipparion_forcei	-117.95	35.40	10.5000	a948
Hipparion_tehonense	-117.95	35.40	10.5000	a948
Leptocyon_vafer	-117.95	35.40	10.5000	a948
Merychyus_major	-117.98	35.39	10.5000	a1961
Merychyus_major	-117.95	35.40	10.5000	a948
Pliohippus_tantalus	-117.98	35.39	10.5000	a1961
Pliohippus_tantalus	-117.95	35.40	10.5000	a948
Pliohippus_tehonensis	-117.95	35.40	10.5000	a948
Machairodus_aphanistus	39.30	8.46	10.5000	a5303
Aphelops_mutilus	-102.06	42.73	10.5500	a1257
Borophagus_secundus	-102.06	42.73	10.5500	a1257
Dinohippus_leidyanus	-102.06	42.73	10.5500	a1257
Epicyon_haydeni	-102.06	42.73	10.5500	a1257
Machairodus_coloradensis	-102.06	42.73	10.5500	a1257
Merychyus_major	-102.06	42.73	10.5500	a1257
Texoceros_altidens	-102.06	42.73	10.5500	a1257
Texoceros_altidens	-102.06	42.73	10.5500	a7202
Aphelops_malacorhinus	-97.67	40.10	10.6000	a1234
Hemiauchenia_vera	-97.67	40.10	10.6000	a1234
Hipparion_tehonense	-97.67	40.10	10.6000	a1234
Pliohippus_nobilis	-97.67	40.10	10.6000	a1234
Protohippus_gidleyi	-97.67	40.10	10.6000	a1234
Teleoceras_fossiger	-97.67	40.10	10.6000	a1234
Aelurodon_taxoides	-102.06	42.73	10.6500	a390
Dinohippus_leidyanus	-102.06	42.73	10.6500	a390
Epicyon_haydeni	-102.06	42.73	10.6500	a390
Texoceros_altidens	-102.06	42.73	10.6500	a390
Dorcatherium_naui	43.65	42.38	10.6500	a3896
Hippotherium_primigenium	43.65	42.38	10.6500	a3896
Dinohippus_leardi	-114.48	34.39	10.7500	a3826
Aphelops_malacorhinus	-103.33	36.09	10.8000	a1235
Hippotherium_ingenuum	-79.38	27.27	10.8000	a4740
Hippotherium_plicatile	-79.38	27.27	10.8000	a4740
Borophagus_secundus	-114.43	33.40	10.8500	a1995
Hipparion_tehonense	-118.90	38.50	10.8800	a4655
Procamelus_grandis	-96.72	36.31	10.9000	a6723
Procamelus_grandis	-97.63	43.72	10.9000	a6724
Procamelus_grandis	-99.44	43.85	10.9000	a6725
Procamelus_grandis	-99.44	43.85	10.9000	a6726
Procamelus_grandis	-99.44	43.85	10.9000	a6727
Acritohippus_quinni	-119.30	34.80	10.9490	a205
Actiocyon_leardi	-119.30	34.80	10.9490	a205
Cosoryx_cerroensis	-119.29	34.81	10.9490	a3336
Cosoryx_cerroensis	-119.30	34.81	10.9490	a3337
Cosoryx_cerroensis	-119.31	34.82	10.9490	a3338
Cosoryx_cerroensis	-119.34	34.82	10.9490	a3339
Cosoryx_cerroensis	-119.31	34.82	10.9490	a3340
Dinohippus_spectans	-119.29	34.81	10.9490	a3347
Heteropliohippus_hulberti	-119.29	34.80	10.9490	a4624
Heteropliohippus_hulberti	-119.29	34.80	10.9490	a4625
Megahippus_matthewi	-119.34	34.82	10.9490	a3339
Megahippus_matthewi	-119.29	34.81	10.9490	a3347
Merycodus_joraki	-119.29	34.80	10.9490	a4624
Aphelops_malacorhinus	-80.93	29.58	10.9500	a1236
Aphelops_malacorhinus	-80.12	29.90	10.9500	a1237
Borophagus_pugnator	-80.93	29.58	10.9500	a1236
Borophagus_pugnator	-79.22	30.07	10.9500	a1983
Calippus_elachistus	-80.12	29.90	10.9500	a1237
Calippus_hondurensis	-80.93	29.58	10.9500	a1236
Calippus_hondurensis	-80.12	29.90	10.9500	a1237
Calippus_hondurensis	-79.22	30.07	10.9500	a2284
Epicyon_haydeni	-80.93	29.58	10.9500	a1236
Epicyon_haydeni	-80.12	29.90	10.9500	a1237
Hemiauchenia_minima	-80.93	29.58	10.9500	a1236
Hippotherium_ingenuum	-80.93	29.58	10.9500	a1236
Hippotherium_ingenuum	-80.12	29.90	10.9500	a1237
Hippotherium_plicatile	-80.93	29.58	10.9500	a1236
Hippotherium_plicatile	-80.12	29.90	10.9500	a1237
Hippotherium_plicatile	-79.22	30.07	10.9500	a2284
Nannippus_westoni	-80.93	29.58	10.9500	a1236
Nannippus_westoni	-80.12	29.90	10.9500	a1237
Neohipparion_trampasense	-80.12	29.90	10.9500	a1237
Protohippus_gidleyi	-80.93	29.58	10.9500	a1236
Protohippus_gidleyi	-80.12	29.90	10.9500	a1237
Pseudhipparion_skinneri	-80.12	29.90	10.9500	a1237
Pseudhipparion_skinneri	-79.22	30.07	10.9500	a2284
Synthetoceras_tricornatus	-80.12	29.90	10.9500	a1237
Tapirus_simpsoni	-80.12	29.90	10.9500	a1237
Teleoceras_proterum	-80.93	29.58	10.9500	a1236
Teleoceras_proterum	-80.12	29.90	10.9500	a1237
Yumaceras_hamiltoni	-80.93	29.58	10.9500	a1236
Morotochoerus_ugandensis	34.95	0.16	10.9500	a4764
Palaeotragus_germaini	34.95	0.16	10.9500	a4764
Hippotherium_primigenium	34.95	0.16	10.9500	a4764
Sivoreas_eremita	34.95	0.16	10.9500	a4764
Alicornops_simorrensis	-2.24	41.32	10.9600	a828
Tetralophodon_longirostris	-2.24	41.32	10.9600	a828
Decennatherium_pachecoi	-2.24	41.32	10.9600	a828
Deinotherium_giganteum	-2.24	41.32	10.9600	a828
Cosoryx_cerroensis	-116.24	35.42	10.9800	a3341
Dromomeryx_borealis	-116.24	35.42	10.9800	a3341
Gomphotherium_simplicidens	-116.24	35.42	10.9800	a3341
Pseudaelurus_intrepidus	-116.24	35.42	10.9800	a3341
